Title,Review,Date,Rating,cleaned_text
So much better,"So much better than that stupid cartoon. They've fixed the acting, the pacing, and the live action is so much better than the animation. I really don't get why the cartoon is so popular. I barely made it through the first season. I hear it gets better but it hurts too much to get there. This at least makes me understand a bit more why the cartoon is so popular.

I think they've cast this well and it seems to follow the plot well without all of the useless scenes and horrible dialogue.

We'll worth a watch if like me you didn't get the original. Or if you're totally new to it. The mature rating I thought was a bit high as it means lots of kids will miss out.",01-Sep-23,8.0,much better stupid cartoon theyve fixed acting pacing live action much better animation really dont get cartoon popular barely made first season hear gets better hurts much get least makes understand bit cartoon popular think theyve cast well seems follow plot well without useless scenes horrible dialogue well worth watch like didnt get original youre totally new mature rating thought bit high means lots kids miss
Great adaptation!!,"Great adaptation by Netflix. My wife and I started the series and couldn't stop, it was the first thing we watch at breakfast and at night before bed. It's amazing how they transferred it without sacrificing the core message of the series. The character chosen was a great pick, they all embraced the animation characters as they should. The picture, design, production all played a great role. I bet this is gonna be a great success.

Unfortunately, season 2 is coming in two years from now, I wish if they could brining it to the next 6 months lol.

I wish to see more adaptations like this one, especially for the one-punch man.",03-Sep-23,10.0,great adaptation netflix wife started series couldnt stop first thing watch breakfast night bed amazing transferred without sacrificing core message series character chosen great pick embraced animation characters picture design production played great role bet gonna great success unfortunately season coming two years wish could brining next months lol wish see adaptations like one especially onepunch man
You will be happy if your a one piece fan,As a die hard core fan myself this is my favorite Anime and I wasn't disappointed in this you can tell the effort was there for once with a live action adaptation. My only complaint is I wish they would have stuck with Don Krieg as the main villain instead of Mihawk because it didn't reall leave a impact with same result it would have been better for him to show up for up for a few minutes and fight zoro like in the anime. I really excited for new seasons and hopefully we get Alabasta and water 7 arc. The cast all are great and we'll suit for the rolls they fit just like a glove. I had a great time.,01-Sep-23,10.0,die hard core fan favorite anime wasnt disappointed tell effort live action adaptation complaint wish would stuck krieg main villain instead mihawk didnt reall leave impact result would better show minutes fight zoro like anime really excited new seasons hopefully get alabasta water arc cast great well suit rolls fit like glove great time
A SORRY ATTEMPT!,"Being a hardcore fan of one piece, i tried to give this an honest shot. This just isnt one piece. It simle isnt. The luffy, its cringy (way too much overacting with cliche untimely dialogues). Production design is good but it wont be enough, i dont think this will be renewed to seson 2.

I couldnt connect to any character at all, the guy playing zoro was doing some decent acting but the rest were just cringeworthy. The overall feel of the show is whitewashed way too much. With forced accents and bad acting. This series isnt as bad as other anime attempts but i predict that it will be forgotten as well. I really hope that now ODA focusses on manga and bring this story to a good closure.",31-Aug-23,1.0,hardcore fan one piece tried give honest shot isnt one piece simle isnt luffy cringy way much overacting cliche untimely dialogues production design good wont enough dont think renewed seson couldnt connect character guy playing zoro decent acting rest cringeworthy overall feel show whitewashed way much forced accents bad acting series isnt bad anime attempts predict forgotten well really hope oda focusses manga bring story good closure
NOT ONE PIECE BUT A MASTER-PIECE,"In the world of entertainment, there are few achievements as monumental as successfully adapting an anime into a live-action TV show. With great excitement and anticipation, I dived into this remarkable transformation, and I am thrilled to report that it exceeded all expectations. This live-action adaptation is a true masterpiece, earning a perfect 10/10 rating from me.

First and foremost, the casting choices were nothing short of inspired. Every character from the beloved one piece was brought to life with such authenticity that it felt like they had stepped right out of the source material. The actors not only resembled their animated counterparts but also captured the essence of their characters flawlessly. It's evident that an immense amount of care went into selecting the cast, ensuring that each member of the ensemble brought their A-game to the project.

The production values of this live-action show were nothing short of spectacular. From the intricate set designs to the breathtaking special effects, every aspect of this adaptation was crafted with meticulous attention to detail. The world-building was so immersive that I found myself transported to the anime's universe, and I could hardly believe that I was watching a TV show rather than experiencing the anime firsthand.

Moreover, the writing and storytelling were top-notch. Adapting an anime into a live-action format can be challenging, as it requires condensing or expanding storylines while maintaining the essence of the original. This show managed to strike the perfect balance, staying true to the source material while adding new layers of depth to the narrative. The character arcs were beautifully developed, and the pacing was flawless, keeping me engaged and invested in every episode.

One of the most commendable aspects of this live-action adaptation was its respect for the source material. It was clear that the creators were die-hard fans of the anime, and they made every effort to honor its legacy. Iconic scenes and moments from the anime were faithfully recreated, evoking a sense of nostalgia and wonder that fans like me cherished.

The action sequences were a visual spectacle, choreographed to perfection. The martial arts and combat scenes were executed with such precision and flair that they rivaled the intensity of the anime. It was exhilarating to see the characters' signature moves and abilities brought to life on screen with such finesse.

Furthermore, the soundtrack of this live-action TV show was a symphony of emotions. The musical score seamlessly transitioned from heart-pounding action to poignant character moments, enhancing the overall viewing experience. It was clear that the composers understood the importance of music in conveying the anime's themes and emotions.

In terms of character development, this adaptation shone brightly. It delved deeper into the backgrounds and motivations of the characters, allowing viewers to connect with them on a more profound level. For example koby and garp, the show gave them so much depth we connected wirh the characters more. Relationships and friendships were explored with nuance and authenticity, making every interaction feel meaningful and heartfelt.

In conclusion, this live-action TV show based on an anime is a triumph of adaptation. It successfully captures the magic and essence of the source material while adding its own unique flair. The impeccable casting, stunning production values, and exceptional storytelling make it a must-watch for fans of the anime and newcomers alike. With a perfect 10/10 rating, this adaptation stands as a shining example of how to bring anime to life on the small screen. It's a true masterpiece that will be celebrated for years to come, leaving an indelible mark on the world of television.",03-Sep-23,10.0,world entertainment achievements monumental successfully adapting anime liveaction tv show great excitement anticipation dived remarkable transformation thrilled report exceeded expectations liveaction adaptation true masterpiece earning perfect rating first foremost casting choices nothing short inspired every character beloved one piece brought life authenticity felt like stepped right source material actors resembled animated counterparts also captured essence characters flawlessly evident immense amount care went selecting cast ensuring member ensemble brought agame project production values liveaction show nothing short spectacular intricate set designs breathtaking special effects every aspect adaptation crafted meticulous attention detail worldbuilding immersive found transported animes universe could hardly believe watching tv show rather experiencing anime firsthand moreover writing storytelling topnotch adapting anime liveaction format challenging requires condensing expanding storylines maintaining essence original show managed strike perfect balance staying true source material adding new layers depth narrative character arcs beautifully developed pacing flawless keeping engaged invested every episode one commendable aspects liveaction adaptation respect source material clear creators diehard fans anime made every effort honor legacy iconic scenes moments anime faithfully recreated evoking sense nostalgia wonder fans like cherished action sequences visual spectacle choreographed perfection martial arts combat scenes executed precision flair rivaled intensity anime exhilarating see characters signature moves abilities brought life screen finesse furthermore soundtrack liveaction tv show symphony emotions musical score seamlessly transitioned heartpounding action poignant character moments enhancing overall viewing experience clear composers understood importance music conveying animes themes emotions terms character development adaptation shone brightly delved deeper backgrounds motivations characters allowing viewers connect profound level example koby garp show gave much depth connected wirh characters relationships friendships explored nuance authenticity making every interaction feel meaningful heartfelt conclusion liveaction tv show based anime triumph adaptation successfully captures magic essence source material adding unique flair impeccable casting stunning production values exceptional storytelling make mustwatch fans anime newcomers alike perfect rating adaptation stands shining example bring anime life small screen true masterpiece celebrated years come leaving indelible mark world television
Fun time for new and old fans,"As a long time One Piece fan, i decided to watch this with someone who never had any contact with the original story. Even with changes and cuts necessary to this type of medium I loved how they kept the heart of One Piece alive, and at the end of the day, the person I was with had the same feelings i had for the characters just by watching the live action, so that's how you know they did a good job. The actors were amazing, the scenarios is breath-taking and they even managed to breath a new life in a few arcs or characters that didn;t impress me much in the original material. I don't think I have ever seen so much love in a piece of media before. Hoping for a second season soon!!",04-Sep-23,10.0,long time one piece fan decided watch someone never contact original story even changes cuts necessary type medium loved kept heart one piece alive end day person feelings characters watching live action thats know good job actors amazing scenarios breathtaking even managed breath new life arcs characters didnt impress much original material dont think ever seen much love piece media hoping second season soon
A 'Shattered' One Piece Adaptation,"I have read every single chapter and watched every single episode of One Piece. The announcement of a live action adaptation brought so much excitement. I started the series with low expectations, but I still end up being disappointed.

While I was not expecting a 1:1 adaptation of the series but I hoped they'd do a good job. The casting is decent, though. They managed to hire actors who managed to exude the aura of the main Strawhat crew, especially Godoy and Mackenyu.

As expected from Netflix, they made changes to some characters - typical race and gender swapping. They also made considerable changes to the storyline by removing some important scenes while interjecting things that should not have been done earlier in the story. It seems that they are trying to compress several arcs into one season.

While the acting of the main Strawhat character and some side characters are worthy of praise, some characters' perfromance just fell flat.

The production design is decent but it exuded more of a Pirate of the Caribbean's feel rather than capturing the environment of the One Piece world.

This is a decent pirate movie for those who have not consumed any One Piece media. But as an adaptation of the beloved franchise, this is just not it.",01-Sep-23,4.0,read every single chapter watched every single episode one piece announcement live action adaptation brought much excitement started series low expectations still end disappointed expecting adaptation series hoped theyd good job casting decent though managed hire actors managed exude aura main strawhat crew especially godoy mackenyu expected netflix made changes characters typical race gender swapping also made considerable changes storyline removing important scenes interjecting things done earlier story seems trying compress several arcs one season acting main strawhat character side characters worthy praise characters perfromance fell flat production design decent exuded pirate caribbeans feel rather capturing environment one piece world decent pirate movie consumed one piece media adaptation beloved franchise
"Not bad, but not the one piece we know","Writers took to many liberties, I understand it is an adaptation but there are things you can modify and there are things you can't.

Baroque works in the first episode?

Zoro escapes the marines without joining the crew?

Luffy arrives Syrup village without meeting Usopp, and he chooses the Merry?

Luffy asks Kaya for the Merry? It suppose to be a surprise gift.

Marines don't suppose to get involved in the Kuro battle, specially Coby.

Writers modify to much, the actors are not bad choices, but they need more character to be the embodiment of the roles they are playing.

I wish them success, but they need to get better to accomplish that.

And please, get rid of those writers, all they need to do is watch the anime and the production will know what the can change and what they can't.",01-Sep-23,5.0,writers took many liberties understand adaptation things modify things cant baroque works first episode zoro escapes marines without joining crew luffy arrives syrup village without meeting usopp chooses merry luffy asks kaya merry suppose surprise gift marines dont suppose get involved kuro battle specially coby writers modify much actors bad choices need character embodiment roles playing wish success need get better accomplish please get rid writers need watch anime production know change cant
Its not bad,"Its really.... its not bad. I really like this, but some changes i dont really like. But as live action they done really good job, buggy, mihawk, garp, kuro are really good looking. I think Kuro with Buggy are the perfect copies of the anime characters. But there are some things that was bugging me. Luffy was good, but sometimes, he done something that luffy will never do. For example thinking through fight with buggy. Zoros vow hasn't the feeling like in anime, byt fight with Mihawk was good.

In my opinion this is not a disaster, but it also no close to perfection. It is the gold middle a if there will be more seasos, i will watch it, but they still dont convince me that this will be as good as anime. Huge plus is jap dub, for anime lovers its.must watch.

Huge minus *spoiler* No Django, no Yosaku and Johnny, no Hatchi but mainly no GOTCHA!!!",02-Sep-23,8.0,really bad really like changes dont really like live action done really good job buggy mihawk garp kuro really good looking think kuro buggy perfect copies anime characters things bugging luffy good sometimes done something luffy never example thinking fight buggy zoros vow hasnt feeling like anime byt fight mihawk good opinion disaster also close perfection gold middle seasos watch still dont convince good anime huge plus jap dub anime lovers itsmust watch huge minus spoiler django yosaku johnny hatchi mainly gotcha
Nailed the expectation,"The series nailed what the real life version of an anime would be. They made some changes, which are necessary to convert an anime to live action, in the best way possible. Can't wait to see further arcs which are more amazing. All the actors nailed their character especially the main crew, koby, garp and BUGGY(Amazing) .Also loved the dialogue exchange between Zoro and Sanji are hilarious as in anime. Just a little disappoint on skiping SHANKS famous dialogue against the mountain bandits which was 'guns aren't for joke. Now that you've drawn your pistol your're ready to put your life on the line' . Just hope they dont make major changes in the future. Just want to say THE ONE PIECE IS REAL!",03-Sep-23,10.0,series nailed real life version anime would made changes necessary convert anime live action best way possible cant wait see arcs amazing actors nailed character especially main crew koby garp buggyamazing also loved dialogue exchange zoro sanji hilarious anime little disappoint skiping shanks famous dialogue mountain bandits guns arent joke youve drawn pistol yourre ready put life line hope dont make major changes future want say one piece real
Every Anime Fan should watch this!,"The first season was so overwhelming. If you've seen anime live action movies before and were always disappointed, you should definitely give this one a chance. The characters are great, there are a lot of Easter Eggs, even more details (like Garp is already in the first episode). The action and also the joke of the anime are there, especially with the latter I had even that this is lost. Sometimes you see unfortunately too much the cosplay look by bad wigs, but that's the only criticism I have and can also live with it completely. I hope so much for a second season and many more great seasons!",03-Sep-23,10.0,first season overwhelming youve seen anime live action movies always disappointed definitely give one chance characters great lot easter eggs even details like garp already first episode action also joke anime especially latter even lost sometimes see unfortunately much cosplay look bad wigs thats criticism also live completely hope much second season many great seasons
My Thoughts on One Piece Netflix adaptation,"Netflix's take on the iconic anime ""One Piece"" had the potential to introduce this incredible world and its characters to a whole new audience. However, what we've been given is a lackluster adaptation that fails to capture the magic of the original source material.

One of the most disappointing aspects is the writing. The show's dialogue often feels forced and unnatural, with characters delivering lines that don't align with their personalities or the context of the scene. This results in interactions that lack the charm and authenticity that fans of the series hold dear.

The visual effects and CGI are another sore point. From the awkwardly rendered Devil Fruit abilities to the underwhelming depiction of certain environments, the adaptation struggles to deliver the awe-inspiring visuals that make the anime stand out. The world of ""One Piece"" is rich with vibrant landscapes and imaginative creatures, but Netflix's adaptation falls short of bringing these elements to life.

The pacing is a major issue as well. While the original series thrived on a careful balance between action, character development, and exploration, Netflix's adaptation seems to rush through events without allowing for any meaningful build-up. This haste strips away the emotional resonance that made the original so beloved, leaving audiences disconnected from the characters and their journeys.

Another letdown is the casting. While diversity in casting is important, the actors chosen for key roles often lack the chemistry and depth required to bring their characters to life. The performances appear wooden and uninspired, leaving viewers struggling to invest in the characters' experiences.

Furthermore, the adaptation's attempt to inject humor often falls flat. While ""One Piece"" is known for its lighthearted moments, the adaptation's comedic timing feels forced and out of place. These attempts at humor often detract from the story's flow, preventing the audience from becoming fully immersed in the narrative.

In conclusion, Netflix's ""One Piece"" adaptation fails to capture the heart and soul of the original anime. The lack of attention to detail in writing, visuals, and character portrayal results in a lackluster experience that falls short of the high expectations the source material sets. While the adaptation may appeal to those unfamiliar with the series, it's disappointing for longtime fans hoping for a faithful and captivating retelling.",31-Aug-23,1.0,netflixs take iconic anime one piece potential introduce incredible world characters whole new audience however weve given lackluster adaptation fails capture magic original source material one disappointing aspects writing shows dialogue often feels forced unnatural characters delivering lines dont align personalities context scene results interactions lack charm authenticity fans series hold dear visual effects cgi another sore point awkwardly rendered devil fruit abilities underwhelming depiction certain environments adaptation struggles deliver aweinspiring visuals make anime stand world one piece rich vibrant landscapes imaginative creatures netflixs adaptation falls short bringing elements life pacing major issue well original series thrived careful balance action character development exploration netflixs adaptation seems rush events without allowing meaningful buildup haste strips away emotional resonance made original beloved leaving audiences disconnected characters journeys another letdown casting diversity casting important actors chosen key roles often lack chemistry depth required bring characters life performances appear wooden uninspired leaving viewers struggling invest characters experiences furthermore adaptations attempt inject humor often falls flat one piece known lighthearted moments adaptations comedic timing feels forced place attempts humor often detract storys flow preventing audience becoming fully immersed narrative conclusion netflixs one piece adaptation fails capture heart soul original anime lack attention detail writing visuals character portrayal results lackluster experience falls short high expectations source material sets adaptation may appeal unfamiliar series disappointing longtime fans hoping faithful captivating retelling
Great show!,"Amazing show that respects the source material. There were certainly some things I would have wanted to be done better, such as the bond between our main characters seemed a tiny bit superficial, however, the portrayal of almost all characters was on point. A lot of scenes were shot so cinematic, it definitely brought the iconic epic feel to the show. The portrayals of certain characters like mihawk, buggy and shanks was leaps and bounds beyond my expectations. All the changes they made to the original storyline hit the mark as well. Overall I loved this show and can't wait for the next season.",31-Aug-23,8.0,amazing show respects source material certainly things would wanted done better bond main characters seemed tiny bit superficial however portrayal almost characters point lot scenes shot cinematic definitely brought iconic epic feel show portrayals certain characters like mihawk buggy shanks leaps bounds beyond expectations changes made original storyline hit mark well overall loved show cant wait next season
Best series.,"This is one of the best series I have ever seen. Of course the Mechas need to bring out a second season very soon, and I'm pretty sure it will be a success. And many thanks to the makers of the series for giving us such a series. And if IMDB wants to take rating from me then I will give 100 out of 10 maximum. Even then it seems too small to me.

Information about the series: 1. The story line is amazing 2. The actors are amazing 3. Perfect action 4. Perfect dialogue delivery 5. Perfect thrill

Everything is fine in the series. It has been really good. Fascinating.

Actually I am not an experienced person about movie web series, and this is just my personal opinion.",20-Sep-23,10.0,one best series ever seen course mechas need bring second season soon im pretty sure success many thanks makers series giving us series imdb wants take rating give maximum even seems small information series story line amazing actors amazing perfect action perfect dialogue delivery perfect thrill everything fine series really good fascinating actually experienced person movie web series personal opinion
Terrible,"The only people giving positive reviews are oda/one piece fanboys. Everyone saying they've ""never watched anime"" sure ok buddy we definitely believe you.

The show is objectively bad.

Disney shows get better acting out of the abused 4 year olds.

The script is cringy every chance it gets. The casting for characters was abysmal. This is on par with avatar live action the only difference in reviews are due to the following the anime has.

If you like this you can't tell me the dragonball live action was bad because the quality on that was much better and even that was trash not worth watching.

I won't believe anyone that tells me they watched the first 15 mins and continued to watch without seeing the anime prior.

This would be decent as a fan made project from someone's backyard. But as a Netflix backed official live action of a major anime it's trash.",16-Sep-23,3.0,people giving positive reviews odaone piece fanboys everyone saying theyve never watched anime sure ok buddy definitely believe show objectively bad disney shows get better acting abused year olds script cringy every chance gets casting characters abysmal par avatar live action difference reviews due following anime like cant tell dragonball live action bad quality much better even trash worth watching wont believe anyone tells watched first mins continued watch without seeing anime prior would decent fan made project someones backyard netflix backed official live action major anime trash
An attempt to make a live adaptation of the greatest story ever told,"It feels like, the writers of the adaptation overheard someone talking about One Piece and written the script from what they could remember. Lacks the amazing story telling the original anime has.

Acting is only OK, at best. The costumes, though, feel like a cheap cosplay.

The music feels generic, not at par with the music used in the anime. Actually, at times it reminds me of the music used in the Witcher.

I was not expecting much from the CGI. At least that met the expectation.

For a casual viewer this will be a nice way to pass time while gobbling some food. For One Piece lovers, it will feel like a torture.

Overall, this is a failed attempt to make a live adaptation of the greatest story ever told.",02-Sep-23,4.0,feels like writers adaptation overheard someone talking one piece written script could remember lacks amazing story telling original anime acting ok best costumes though feel like cheap cosplay music feels generic par music used anime actually times reminds music used witcher expecting much cgi least met expectation casual viewer nice way pass time gobbling food one piece lovers feel like torture overall failed attempt make live adaptation greatest story ever told
SO WORTH THE HYPE!!!,"AWESOME!!! I signed up today with both Rotten Tomatoes and IMDB just so I could give this masterpiece of an anime live action a superb rating, because that's how deserving it is. One Piece has always been my all-time favorite anime. And Netflix gave it so much justice with their live action adaptation. They made the best decision to cooperate with Oda-sensei. The casts are perfect for their roles, especially the Straw Hat crew. The execution is great. I could never say enough. I really love it! I'll be binge-watching the pilot season over and over again. I look forward to the next season. Whether you love One Piece, or if you're finding what it's all about today, or if you've been let down by so many live action adaptations in the past, or whatever your reason might be to doubt or believe in its hype... Watch this one NOW! This time, you won't be disappointed.",01-Sep-23,10.0,awesome signed today rotten tomatoes imdb could give masterpiece anime live action superb rating thats deserving one piece always alltime favorite anime netflix gave much justice live action adaptation made best decision cooperate odasensei casts perfect roles especially straw hat crew execution great could never say enough really love ill bingewatching pilot season look forward next season whether love one piece youre finding today youve let many live action adaptations past whatever reason might doubt believe hype watch one time wont disappointed
You can definitely tell Oda is executive producer.,"The adaptation is really good!

Once you spot all the weird stuff from the manga/anime kept in the show you immediately know that Oda is not a man who'll let Netflix ruin his work.

They've done great job with the pacing in my opinion.

The story is progressing very fast compared to the anime, but none of the core elements or character buildup seem to be missing so far.

The production value is obviously insane. With the staggering budget of 18m per episode. And last but not least I think the casting is great! The guy portraying Luffy is brilliant! Garp, Usopp, Koby are perfect. Zoro and Nami, I guess will be up for debate among the community but I personally like these selections as well.

Overall this is probably the first live production that can portray the vibe of an Anime this accurately. I felt like watching live action anime instead of themed TV series.",01-Sep-23,8.0,adaptation really good spot weird stuff mangaanime kept show immediately know oda man wholl let netflix ruin work theyve done great job pacing opinion story progressing fast compared anime none core elements character buildup seem missing far production value obviously insane staggering budget per episode last least think casting great guy portraying luffy brilliant garp usopp koby perfect zoro nami guess debate among community personally like selections well overall probably first live production portray vibe anime accurately felt like watching live action anime instead themed tv series
"Honest review from a die-hard One Piece fan, since last 12+ years.","As much as I wanted this live-action to succeed so that the original One Piece saga spreads out to the every nook and cranny of the world , for me, live action wasn't even close to the actual One Piece experience that I got from watching the anime and reading the manga.

I'm not a hater, and I was genuinely hoping that the live action could perhaps actually capture the essence of what One Piece actually is about , but it majorly failed to do so.

Its probably just a one time watch, to be seen only when you have nothing better to look out for.

Now regarding what I think was missing from the live action was : Full of stupid clichés, and really stupid dialogues. No sense of direction or any sort of real emotion whatsoever. Majorly failed to get that comic/comedy feeling that was supposed to be Luffy's entire persona. Main character like Luffy, Usopp were not even remotely close to the originals from the manga/anime.

Many people out there be saying , "" oh no, you cant get a copy/paste of One Piece in live action"", man, This is THE goddamn ONE PIECE we are talking about, if you can't even get it right by looking at manga and anime , then why bother. I wouldn't have any problem if they rename the live series to anything else, but if you're using the name One Piece, get it right !!

I URGE THE AUDIENCE WHO WATCHED THE LIVE ACTION TO KINDLY GO AND WATCH THE ONE PIECE ANIME.....the live action totally and majorly missed/ruined the major ""nakama"" scenes like from Nami's Village, Zoro's I won't lose again, Sanji""s departure among many others.

And let's be real, they did the fishmen CGI absolutely dirty. And this was just the first step in a whole lotta more CGI.

Only thing I liked was the actors of Nami, Sanji. Those absolutely nailed it. Zoro was meh/ok . But Luffy and Usopp , hated them , felt like Inaki was trying too hard to be Luffy and just couldn't be him, and well Usopp was simply just not the Usopp from OP Universe.

I swear I wanted the live action to succeed but if this is and will continue to be the case, i just wish they end this here.",14-Sep-23,5.0,much wanted liveaction succeed original one piece saga spreads every nook cranny world live action wasnt even close actual one piece experience got watching anime reading manga im hater genuinely hoping live action could perhaps actually capture essence one piece actually majorly failed probably one time watch seen nothing better look regarding think missing live action full stupid clichs really stupid dialogues sense direction sort real emotion whatsoever majorly failed get comiccomedy feeling supposed luffys entire persona main character like luffy usopp even remotely close originals mangaanime many people saying oh cant get copypaste one piece live action man goddamn one piece talking cant even get right looking manga anime bother wouldnt problem rename live series anything else youre using name one piece get right urge audience watched live action kindly go watch one piece animethe live action totally majorly missedruined major nakama scenes like namis village zoros wont lose sanjis departure among many others lets real fishmen cgi absolutely dirty first step whole lotta cgi thing liked actors nami sanji absolutely nailed zoro mehok luffy usopp hated felt like inaki trying hard luffy couldnt well usopp simply usopp op universe swear wanted live action succeed continue case wish end
Best show ever!,I Knew what One Piece was never ever wanted to or have watched the anime though decided I would watch Netflix's version of the show and I have to tell you I am so glad I did One piece has to be one of the best shows I have ever watched (and I've watched a lot of shows) The character's backstory's and dreams tie the show together beautifully and the emotions stirred throughout the Straw-hat crew topped the writing of this show You can see how much effort Netflix put into making this show a masterpiece and the effort definitely payed off I would 100% recommend this show if you're on the fence. BRING ON SEASON 2!!!,23-Sep-23,10.0,knew one piece never ever wanted watched anime though decided would watch netflixs version show tell glad one piece one best shows ever watched ive watched lot shows characters backstorys dreams tie show together beautifully emotions stirred throughout strawhat crew topped writing show see much effort netflix put making show masterpiece effort definitely payed would recommend show youre fence bring season
Officially my favorite show on Netflix,I never seen the anime but after watching this i am now watching the anime from beginning to end. I loved everything about one piece live action. The casting was perfect. They brought these anime characters to life and they did a perfect job at making it accurate to manga. I couldn't get enough of this show and I hope they make multiple seasons. They did a beautiful job at designing the pirate ships and giving each crew a uniqueness. The fight scenes were so well choreographed as well. The story telling was extremely accurate to. I recommend this show to all one piece fans and even people new to the series like myself. I'd give more than 10 stars if possible!!,16-Sep-23,10.0,never seen anime watching watching anime beginning end loved everything one piece live action casting perfect brought anime characters life perfect job making accurate manga couldnt get enough show hope make multiple seasons beautiful job designing pirate ships giving crew uniqueness fight scenes well choreographed well story telling extremely accurate recommend show one piece fans even people new series like id give stars possible
Best live action ever made from a mediocre anime,"(I've watched the anime until episode 1071) (No Spoilers)

This live action surpasses the original anime with a much faster pacing but still keeping what's important for the story in the longrun even adding stuff that wasn't mentioned in the early episodes of the anime. It's comedy actually works and is not meant for 5 years old kids like in the anime, there are some changes I do not like but overall I think the cast is perfect and they improved what was shown in the anime.

The problem? The fight scenes, some of them are good but most of them look way too dumb, characters movements look weird, I think they should've made more belieable fight scenes if the intention was to take fights seriously and not them being a joke.

And in fact one piece anime isn't that good, as for this live action I think it is watchable, it is ok to recomend this to people but is no way good enough to rate it over 6/10 the plot remains boring even with a faster pacing than the anime, at least characters aren't as annoying as in the anime.",02-Sep-23,6.0,ive watched anime episode spoilers live action surpasses original anime much faster pacing still keeping whats important story longrun even adding stuff wasnt mentioned early episodes anime comedy actually works meant years old kids like anime changes like overall think cast perfect improved shown anime problem fight scenes good look way dumb characters movements look weird think shouldve made belieable fight scenes intention take fights seriously joke fact one piece anime isnt good live action think watchable ok recomend people way good enough rate plot remains boring even faster pacing anime least characters arent annoying anime
I know they tried... But Damn...,"One thing I can say for sure, subjective as it is, the vibe of the whole thing just reminded me of the Dragonball Evolutoin, that with better graphic and technology.

Well not all of it though, just look at that Arlong's overall appearance.

As the main character, the portrayal of Luffy can be nitpicked all day long but I will point out some things that really bugged me. The portrayal doesn't really do anything for me. The level of innocence was misplaced and felt too cringey at times.

And that strawhat, honestly... They can make effects as if he was stretching his body like a rubber but they could not make the hat without a strap? Can't they just like glued it to his head or something? It looks weird when it was worn with the strap tightly held the face, that is so thick they might as well bedazzled it with glitter.

Story wise I can't complain, it made sense when it was told 20 years ago to a 10 year old me, but seeing it being retold again in a different fashion like this, something in my gut was just not having it.

Props to fans who liked it, but please spare people like me who just want to voice their opinion on a topic so beloved.",31-Aug-23,1.0,one thing say sure subjective vibe whole thing reminded dragonball evolutoin better graphic technology well though look arlongs overall appearance main character portrayal luffy nitpicked day long point things really bugged portrayal doesnt really anything level innocence misplaced felt cringey times strawhat honestly make effects stretching body like rubber could make hat without strap cant like glued head something looks weird worn strap tightly held face thick might well bedazzled glitter story wise cant complain made sense told years ago year old seeing retold different fashion like something gut props fans liked please spare people like want voice opinion topic beloved
Meh but fun to watch.,"Not a great show but was was entertained. Reviews that are an 8-9-10 out 10 are very misleading and over hyped, but that is just an opinion of an opinion. This show sticks very close to the anime but it is too anime for a live action adaptation, needs more of its own identity. Most character designs are done well but a few standout. Set pieces were really well done and felt lived in due too practical effects. Main characters will hopefully get a better chance to show depth. This probably would have been a 5 out 10 review but they nailed the snail and its looks and sounds. That kind of attention and detail is appreciated.",05-Sep-23,6.0,great show entertained reviews misleading hyped opinion opinion show sticks close anime anime live action adaptation needs identity character designs done well standout set pieces really well done felt lived due practical effects main characters hopefully get better chance show depth probably would review nailed snail looks sounds kind attention detail appreciated
